order_id,order_year,order_month,order_day,product_id,product_title,product_category,current_product_stock,client_id,price_inr,quantity_ordered
O5135,2019,1,27,P015,School Backpacks,Stationery & School Products,301,C012,816,1
O4842,2019,1,28,P008,Dumbbell Set,Gym Products,940,C012,2856,28
O2653,2019,1,29,P011,Packaged Snacks,Groceries & Beverages,1249,C005,510,5
O2193,2019,1,30,P009,Yoga Mats,Gym Products,4082,C008,1530,17
O3521,2019,1,30,P007,Treadmill,Gym Products,19,C005,42840,10
O5731,2019,1,30,P007,Treadmill,Gym Products,11,C002,42840,4
O0650,2019,1,31,P005,Summer Cotton T-Shirts,Fashion,5385,C001,1530,4
O0830,2019,2,1,P012,Tea & Coffee Packs,Groceries & Beverages,996,C008,408,10
O3207,2019,2,1,P011,Packaged Snacks,Groceries & Beverages,803,C003,510,1
O0013,2019,2,2,P011,Packaged Snacks,Groceries & Beverages,1156,C006,510,1
O0546,2019,2,2,P012,Tea & Coffee Packs,Groceries & Beverages,1298,C007,408,13
O1064,2019,2,2,P003,Bluetooth Speakers,Electronics,345,C008,9690,5
O4068,2019,2,2,P004,Men's Winter Jacket,Fashion,102,C012,3570,3
O4596,2019,2,2,P004,Men's Winter Jacket,Fashion,1763,C007,3570,5
O0070,2019,2,3,P002,Smart Watch,Electronics,466,C006,15300,3
O3214,2019,2,3,P003,Bluetooth Speakers,Electronics,396,C009,9690,5
O3540,2019,2,3,P009,Yoga Mats,Gym Products,3826,C003,1530,3
O4891,2019,2,3,P015,School Backpacks,Stationery & School Products,96,C003,816,2
O4895,2019,2,3,P011,Packaged Snacks,Groceries & Beverages,939,C004,510,5
O0421,2019,2,4,P002,Smart Watch,Electronics,302,C001,15300,5
O0988,2019,2,4,P006,Festive Sarees,Fashion,1184,C009,6120,27
O2576,2019,2,4,P010,Soft Drink Cases,Groceries & Beverages,339,C006,2244,2
O3310,2019,2,4,P003,Bluetooth Speakers,Electronics,315,C002,9690,2
O2972,2019,2,5,P008,Dumbbell Set,Gym Products,919,C004,2856,1
O4863,2019,2,5,P015,School Backpacks,Stationery & School Products,104,C003,816,5
O4885,2019,2,5,P004,Men's Winter Jacket,Fashion,1578,C001,3570,3
O5791,2019,2,5,P002,Smart Watch,Electronics,140,C005,15300,5
O0169,2019,2,6,P006,Festive Sarees,Fashion,2230,C001,6120,23
O4313,2019,2,6,P011,Packaged Snacks,Groceries & Beverages,174,C006,510,2
O0101,2019,2,7,P010,Soft Drink Cases,Groceries & Beverages,2134,C010,2244,5
O0334,2019,2,7,P007,Treadmill,Gym Products,10,C004,42840,2
O0926,2019,2,7,P007,Treadmill,Gym Products,8,C005,42840,1
O2791,2019,2,7,P012,Tea & Coffee Packs,Groceries & Beverages,366,C003,408,28
O2277,2019,2,8,P010,Soft Drink Cases,Groceries & Beverages,645,C008,2244,5
O1041,2019,2,9,P012,Tea & Coffee Packs,Groceries & Beverages,802,C004,408,20
O1680,2019,2,9,P011,Packaged Snacks,Groceries & Beverages,1676,C006,510,3
O2017,2019,2,9,P011,Packaged Snacks,Groceries & Beverages,1451,C007,510,5
O4868,2019,2,9,P009,Yoga Mats,Gym Products,2928,C012,1530,1
O5689,2019,2,9,P014,Pens & Markers Set,Stationery & School Products,461,C003,306,2
O1800,2019,2,10,P009,Yoga Mats,Gym Products,4284,C008,1530,2
O2586,2019,2,10,P003,Bluetooth Speakers,Electronics,347,C005,9690,2
O3026,2019,2,10,P012,Tea & Coffee Packs,Groceries & Beverages,157,C011,408,24
O4046,2019,2,10,P004,Men's Winter Jacket,Fashion,104,C009,3570,2
O0506,2019,2,12,P006,Festive Sarees,Fashion,1781,C005,6120,15
O1314,2019,2,12,P005,Summer Cotton T-Shirts,Fashion,4689,C007,1530,3
O2367,2019,2,12,P013,Notebooks (Bundle),Stationery & School Products,1029,C003,612,4
O2724,2019,2,12,P008,Dumbbell Set,Gym Products,149,C002,2856,5
O3599,2019,2,12,P001,iPhone 15,Electronics,196,C010,91698,1
O1135,2019,2,13,P012,Tea & Coffee Packs,Groceries & Beverages,734,C005,408,20
O2058,2019,2,13,P012,Tea & Coffee Packs,Groceries & Beverages,868,C011,408,26
O2888,2019,2,13,P015,School Backpacks,Stationery & School Products,157,C007,816,3
O3519,2019,2,13,P005,Summer Cotton T-Shirts,Fashion,2605,C011,1530,2
O1339,2019,2,14,P006,Festive Sarees,Fashion,668,C001,6120,16
O3934,2019,2,14,P002,Smart Watch,Electronics,352,C011,15300,1
O5875,2019,2,14,P012,Tea & Coffee Packs,Groceries & Beverages,447,C001,408,18
O2050,2019,2,15,P006,Festive Sarees,Fashion,2480,C007,6120,28
O1811,2019,2,16,P006,Festive Sarees,Fashion,298,C007,6120,26
O1890,2019,2,16,P008,Dumbbell Set,Gym Products,457,C008,2856,3
O4977,2019,2,16,P012,Tea & Coffee Packs,Groceries & Beverages,142,C003,408,21
O2846,2019,2,17,P003,Bluetooth Speakers,Electronics,138,C002,9690,4
O3049,2019,2,17,P001,iPhone 15,Electronics,122,C009,91698,2
O5866,2019,2,17,P004,Men's Winter Jacket,Fashion,879,C011,3570,3
O0562,2019,2,20,P010,Soft Drink Cases,Groceries & Beverages,1664,C012,2244,4
O5176,2019,2,20,P010,Soft Drink Cases,Groceries & Beverages,1056,C002,2244,1
O5423,2019,2,20,P014,Pens & Markers Set,Stationery & School Products,179,C003,306,5
O5976,2019,2,20,P012,Tea & Coffee Packs,Groceries & Beverages,342,C001,408,23
O0443,2019,2,21,P006,Festive Sarees,Fashion,1872,C008,6120,27
O4506,2019,2,21,P009,Yoga Mats,Gym Products,3175,C012,1530,2
O1482,2019,2,22,P006,Festive Sarees,Fashion,528,C002,6120,12
O1678,2019,2,22,P003,Bluetooth Speakers,Electronics,253,C005,9690,4
O3169,2019,2,22,P007,Treadmill,Gym Products,12,C003,42840,1
O5757,2019,2,22,P003,Bluetooth Speakers,Electronics,450,C008,9690,4
O5828,2019,2,22,P006,Festive Sarees,Fashion,217,C010,6120,26
O1434,2019,2,23,P014,Pens & Markers Set,Stationery & School Products,29,C007,306,2
O5244,2019,2,23,P006,Festive Sarees,Fashion,1049,C004,6120,27
O0700,2019,2,24,P011,Packaged Snacks,Groceries & Beverages,2168,C004,510,3
O4138,2019,2,24,P007,Treadmill,Gym Products,32,C012,42840,1
O1622,2019,2,25,P015,School Backpacks,Stationery & School Products,330,C001,816,3
O3547,2019,2,25,P006,Festive Sarees,Fashion,735,C008,6120,17
O4996,2019,2,25,P011,Packaged Snacks,Groceries & Beverages,907,C005,510,4
O1694,2019,2,26,P002,Smart Watch,Electronics,343,C002,15300,4
O0972,2019,2,27,P012,Tea & Coffee Packs,Groceries & Beverages,848,C003,408,14
O2330,2019,2,27,P004,Men's Winter Jacket,Fashion,1405,C010,3570,1
O4347,2019,3,1,P012,Tea & Coffee Packs,Groceries & Beverages,838,C007,408,2
O2350,2019,3,2,P005,Summer Cotton T-Shirts,Fashion,3538,C001,1530,16
O5294,2019,3,3,P001,iPhone 15,Electronics,133,C012,91698,1
O5832,2019,3,3,P002,Smart Watch,Electronics,132,C002,15300,3
O3476,2019,3,4,P006,Festive Sarees,Fashion,817,C012,6120,29
O4397,2019,3,4,P014,Pens & Markers Set,Stationery & School Products,443,C005,306,4
O2400,2019,3,5,P005,Summer Cotton T-Shirts,Fashion,3444,C001,1530,19
O4182,2019,3,5,P015,School Backpacks,Stationery & School Products,213,C008,816,5
O5316,2019,3,5,P006,Festive Sarees,Fashion,895,C011,6120,14
O1137,2019,3,6,P005,Summer Cotton T-Shirts,Fashion,4876,C001,1530,19
O3518,2019,3,6,P009,Yoga Mats,Gym Products,3856,C010,1530,5
O3197,2019,3,7,P008,Dumbbell Set,Gym Products,732,C001,2856,3
O4060,2019,3,7,P006,Festive Sarees,Fashion,2450,C011,6120,19
O4703,2019,3,7,P008,Dumbbell Set,Gym Products,1000,C004,2856,3
O1189,2019,3,8,P002,Smart Watch,Electronics,242,C001,15300,3
O2718,2019,3,8,P011,Packaged Snacks,Groceries & Beverages,1151,C008,510,4
O2854,2019,3,8,P005,Summer Cotton T-Shirts,Fashion,3103,C007,1530,15
O4322,2019,3,8,P005,Summer Cotton T-Shirts,Fashion,1759,C009,1530,19
O3040,2019,3,9,P012,Tea & Coffee Packs,Groceries & Beverages,133,C006,408,3
O3843,2019,3,9,P006,Festive Sarees,Fashion,333,C006,6120,25
O4969,2019,3,9,P005,Summer Cotton T-Shirts,Fashion,1062,C011,1530,24
O1492,2019,3,10,P015,School Backpacks,Stationery & School Products,390,C008,816,5
O3443,2019,3,10,P008,Dumbbell Set,Gym Products,622,C002,2856,3
O0608,2019,3,11,P001,iPhone 15,Electronics,223,C004,91698,2
O2601,2019,3,11,P009,Yoga Mats,Gym Products,4381,C010,1530,5
O3275,2019,3,11,P013,Notebooks (Bundle),Stationery & School Products,335,C009,612,1
O3983,2019,3,11,P005,Summer Cotton T-Shirts,Fashion,2150,C003,1530,22
O0046,2019,3,12,P005,Summer Cotton T-Shirts,Fashion,3552,C002,1530,13
O0704,2019,3,12,P002,Smart Watch,Electronics,141,C001,15300,2
O4845,2019,3,12,P009,Yoga Mats,Gym Products,2938,C010,1530,5
O1129,2019,3,13,P003,Bluetooth Speakers,Electronics,291,C003,9690,4
O2242,2019,3,14,P005,Summer Cotton T-Shirts,Fashion,3632,C012,1530,24
O5995,2019,3,14,P003,Bluetooth Speakers,Electronics,313,C008,9690,5
O0490,2019,3,15,P013,Notebooks (Bundle),Stationery & School Products,1148,C005,612,3
O3099,2019,3,15,P010,Soft Drink Cases,Groceries & Beverages,1293,C002,2244,3
O4560,2019,3,15,P001,iPhone 15,Electronics,31,C010,91698,1
O4880,2019,3,16,P009,Yoga Mats,Gym Products,2915,C003,1530,1
O4227,2019,3,17,P006,Festive Sarees,Fashion,2253,C001,6120,30
O4792,2019,3,17,P006,Festive Sarees,Fashion,1519,C007,6120,16
O0515,2019,3,18,P006,Festive Sarees,Fashion,1766,C010,6120,27
O0970,2019,3,18,P004,Men's Winter Jacket,Fashion,2464,C002,3570,4
O1333,2019,3,18,P005,Summer Cotton T-Shirts,Fashion,4640,C011,1530,28
O2128,2019,3,18,P005,Summer Cotton T-Shirts,Fashion,3720,C007,1530,12
O5505,2019,3,19,P004,Men's Winter Jacket,Fashion,1115,C005,3570,1
O0787,2019,3,20,P005,Summer Cotton T-Shirts,Fashion,5336,C004,1530,25
O3251,2019,3,20,P006,Festive Sarees,Fashion,1135,C004,6120,29
O3542,2019,3,20,P006,Festive Sarees,Fashion,758,C008,6120,23
O4242,2019,3,20,P002,Smart Watch,Electronics,152,C012,15300,3
O4688,2019,3,20,P013,Notebooks (Bundle),Stationery & School Products,643,C003,612,3
O1830,2019,3,21,P013,Notebooks (Bundle),Stationery & School Products,298,C010,612,2
O2301,2019,3,24,P012,Tea & Coffee Packs,Groceries & Beverages,678,C005,408,2
O2530,2019,3,24,P001,iPhone 15,Electronics,13,C002,91698,2
O3920,2019,3,24,P006,Festive Sarees,Fashion,239,C008,6120,15
O5240,2019,3,25,P005,Summer Cotton T-Shirts,Fashion,712,C006,1530,27
O5249,2019,3,25,P002,Smart Watch,Electronics,473,C009,15300,4
O5774,2019,3,25,P013,Notebooks (Bundle),Stationery & School Products,1017,C006,612,2
O3554,2019,3,26,P015,School Backpacks,Stationery & School Products,149,C002,816,5
O4029,2019,3,26,P013,Notebooks (Bundle),Stationery & School Products,1053,C012,612,1
O5243,2019,3,26,P007,Treadmill,Gym Products,38,C005,42840,2
O5257,2019,3,26,P011,Packaged Snacks,Groceries & Beverages,797,C012,510,5
O1244,2019,3,28,P006,Festive Sarees,Fashion,808,C008,6120,21
O2948,2019,3,28,P011,Packaged Snacks,Groceries & Beverages,998,C007,510,5
O0859,2019,3,29,P012,Tea & Coffee Packs,Groceries & Beverages,964,C011,408,4
O2100,2019,3,29,P004,Men's Winter Jacket,Fashion,1588,C001,3570,2
O4786,2019,3,29,P011,Packaged Snacks,Groceries & Beverages,1069,C002,510,1
O0713,2019,3,30,P008,Dumbbell Set,Gym Products,983,C007,2856,5
O0347,2019,3,31,P003,Bluetooth Speakers,Electronics,377,C001,9690,2
O3469,2019,3,31,P001,iPhone 15,Electronics,23,C012,91698,2
O0104,2019,4,1,P005,Summer Cotton T-Shirts,Fashion,3984,C007,1530,28
O1625,2019,4,1,P004,Men's Winter Jacket,Fashion,1967,C001,3570,1
O2788,2019,4,1,P002,Smart Watch,Electronics,154,C002,15300,5
O1949,2019,4,2,P005,Summer Cotton T-Shirts,Fashion,4016,C007,1530,28
O0223,2019,4,3,P013,Notebooks (Bundle),Stationery & School Products,1329,C008,612,11
O2198,2019,4,3,P010,Soft Drink Cases,Groceries & Beverages,710,C002,2244,11
O1688,2019,4,4,P004,Men's Winter Jacket,Fashion,1892,C011,3570,5
O1924,2019,4,4,P013,Notebooks (Bundle),Stationery & School Products,254,C010,612,11
O2049,2019,4,4,P004,Men's Winter Jacket,Fashion,1617,C012,3570,3
O4381,2019,4,4,P013,Notebooks (Bundle),Stationery & School Products,815,C001,612,13
O5998,2019,4,4,P005,Summer Cotton T-Shirts,Fashion,2302,C007,1530,28
O0799,2019,4,5,P005,Summer Cotton T-Shirts,Fashion,5282,C010,1530,18
O1478,2019,4,5,P005,Summer Cotton T-Shirts,Fashion,4404,C003,1530,25
O3184,2019,4,5,P006,Festive Sarees,Fashion,1262,C002,6120,3
O5288,2019,4,5,P005,Summer Cotton T-Shirts,Fashion,591,C001,1530,28
O0908,2019,4,6,P005,Summer Cotton T-Shirts,Fashion,5121,C004,1530,13
O2372,2019,4,6,P013,Notebooks (Bundle),Stationery & School Products,1025,C002,612,26
O3236,2019,4,6,P015,School Backpacks,Stationery & School Products,22,C010,816,22
O1969,2019,4,7,P015,School Backpacks,Stationery & School Products,77,C003,816,26
O2302,2019,4,7,P014,Pens & Markers Set,Stationery & School Products,444,C010,306,24
O2915,2019,4,7,P010,Soft Drink Cases,Groceries & Beverages,1492,C004,2244,26
O4490,2019,4,7,P014,Pens & Markers Set,Stationery & School Products,323,C008,306,20
O1761,2019,4,8,P006,Festive Sarees,Fashion,327,C002,6120,1
O5099,2019,4,8,P015,School Backpacks,Stationery & School Products,339,C011,816,17
O0296,2019,4,9,P005,Summer Cotton T-Shirts,Fashion,4529,C004,1530,13
O0426,2019,4,9,P003,Bluetooth Speakers,Electronics,287,C007,9690,3
O0559,2019,4,10,P013,Notebooks (Bundle),Stationery & School Products,1113,C005,612,14
O2120,2019,4,10,P003,Bluetooth Speakers,Electronics,340,C001,9690,1
O4364,2019,4,10,P014,Pens & Markers Set,Stationery & School Products,23,C006,306,23
O4790,2019,4,10,P011,Packaged Snacks,Groceries & Beverages,1068,C012,510,5
O1222,2019,4,11,P004,Men's Winter Jacket,Fashion,2368,C009,3570,3
O3238,2019,4,12,P013,Notebooks (Bundle),Stationery & School Products,381,C006,612,21
O0154,2019,4,14,P013,Notebooks (Bundle),Stationery & School Products,1376,C003,612,20
O0694,2019,4,14,P015,School Backpacks,Stationery & School Products,205,C004,816,14
O4961,2019,4,14,P015,School Backpacks,Stationery & School Products,52,C008,816,24
O1990,2019,4,15,P005,Summer Cotton T-Shirts,Fashion,3983,C011,1530,15
O3506,2019,4,16,P012,Tea & Coffee Packs,Groceries & Beverages,800,C005,408,1
O2079,2019,4,17,P014,Pens & Markers Set,Stationery & School Products,167,C012,306,29
O3806,2019,4,17,P014,Pens & Markers Set,Stationery & School Products,416,C002,306,11
O4215,2019,4,17,P013,Notebooks (Bundle),Stationery & School Products,926,C007,612,18
O2116,2019,4,18,P003,Bluetooth Speakers,Electronics,342,C002,9690,2
O5598,2019,4,18,P007,Treadmill,Gym Products,23,C012,42840,1
O2590,2019,4,19,P013,Notebooks (Bundle),Stationery & School Products,936,C006,612,23
O5155,2019,4,19,P001,iPhone 15,Electronics,158,C012,91698,2
O5419,2019,4,19,P005,Summer Cotton T-Shirts,Fashion,377,C006,1530,27
O5420,2019,4,19,P013,Notebooks (Bundle),Stationery & School Products,104,C004,612,28
O1677,2019,4,20,P011,Packaged Snacks,Groceries & Beverages,1679,C012,510,3
O5704,2019,4,20,P013,Notebooks (Bundle),Stationery & School Products,1080,C010,612,24
O0032,2019,4,21,P014,Pens & Markers Set,Stationery & School Products,472,C010,306,12
O2298,2019,4,21,P015,School Backpacks,Stationery & School Products,279,C001,816,18
O1928,2019,4,22,P015,School Backpacks,Stationery & School Products,120,C005,816,19
O0555,2019,4,23,P005,Summer Cotton T-Shirts,Fashion,4840,C012,1530,15
O0187,2019,4,24,P003,Bluetooth Speakers,Electronics,494,C002,9690,4
O2719,2019,4,24,P003,Bluetooth Speakers,Electronics,253,C008,9690,4
O4134,2019,4,24,P014,Pens & Markers Set,Stationery & School Products,213,C002,306,28
O0637,2019,4,25,P013,Notebooks (Bundle),Stationery & School Products,1079,C009,612,27
O1599,2019,4,27,P014,Pens & Markers Set,Stationery & School Products,476,C009,306,26
O3639,2019,4,27,P010,Soft Drink Cases,Groceries & Beverages,970,C002,2244,12
O2325,2019,4,29,P015,School Backpacks,Stationery & School Products,190,C007,816,17
O5080,2019,4,29,P006,Festive Sarees,Fashion,1109,C007,6120,4
O0404,2019,4,30,P014,Pens & Markers Set,Stationery & School Products,327,C002,306,26
O5117,2019,4,30,P010,Soft Drink Cases,Groceries & Beverages,1112,C007,2244,12
O1545,2019,5,1,P013,Notebooks (Bundle),Stationery & School Products,548,C005,612,22
O2506,2019,5,1,P015,School Backpacks,Stationery & School Products,57,C007,816,24
O3827,2019,5,1,P015,School Backpacks,Stationery & School Products,363,C007,816,28
O1332,2019,5,2,P005,Summer Cotton T-Shirts,Fashion,4663,C003,1530,23
O2910,2019,5,2,P013,Notebooks (Bundle),Stationery & School Products,618,C007,612,28
O4418,2019,5,2,P005,Summer Cotton T-Shirts,Fashion,1662,C006,1530,18
O5977,2019,5,2,P010,Soft Drink Cases,Groceries & Beverages,366,C007,2244,30
O1806,2019,5,3,P015,School Backpacks,Stationery & School Products,169,C002,816,19
O2963,2019,5,3,P003,Bluetooth Speakers,Electronics,593,C009,9690,30
O2658,2019,5,4,P015,School Backpacks,Stationery & School Products,252,C006,816,19
O4207,2019,5,4,P007,Treadmill,Gym Products,6,C001,42840,2
O5417,2019,5,4,P015,School Backpacks,Stationery & School Products,47,C007,816,30
O0242,2019,5,5,P009,Yoga Mats,Gym Products,4862,C005,1530,2
O2392,2019,5,5,P005,Summer Cotton T-Shirts,Fashion,3459,C008,1530,11
O4504,2019,5,6,P013,Notebooks (Bundle),Stationery & School Products,741,C011,612,20
O4599,2019,5,6,P014,Pens & Markers Set,Stationery & School Products,188,C003,306,24
O0397,2019,5,7,P014,Pens & Markers Set,Stationery & School Products,353,C008,306,26
O0418,2019,5,7,P015,School Backpacks,Stationery & School Products,363,C010,816,30
O1098,2019,5,7,P008,Dumbbell Set,Gym Products,952,C011,2856,1
O2859,2019,5,7,P013,Notebooks (Bundle),Stationery & School Products,674,C002,612,22
O4889,2019,5,7,P009,Yoga Mats,Gym Products,2914,C004,1530,2
O2709,2019,5,8,P015,School Backpacks,Stationery & School Products,226,C004,816,15
O4395,2019,5,8,P001,iPhone 15,Electronics,67,C011,91698,1
O4630,2019,5,9,P014,Pens & Markers Set,Stationery & School Products,143,C008,306,25
O4864,2019,5,9,P010,Soft Drink Cases,Groceries & Beverages,1385,C007,2244,10
O3042,2019,5,10,P011,Packaged Snacks,Groceries & Beverages,933,C002,510,3
O3706,2019,5,10,P015,School Backpacks,Stationery & School Products,51,C004,816,15
O5271,2019,5,10,P013,Notebooks (Bundle),Stationery & School Products,302,C002,612,27
O5612,2019,5,10,P014,Pens & Markers Set,Stationery & School Products,40,C001,306,27
O3312,2019,5,11,P001,iPhone 15,Electronics,49,C009,91698,1
O5216,2019,5,11,P013,Notebooks (Bundle),Stationery & School Products,323,C003,612,17
O0232,2019,5,13,P014,Pens & Markers Set,Stationery & School Products,487,C006,306,30
O1552,2019,5,13,P004,Men's Winter Jacket,Fashion,2077,C001,3570,2
O1673,2019,5,13,P003,Bluetooth Speakers,Electronics,264,C003,9690,11
O2497,2019,5,13,P014,Pens & Markers Set,Stationery & School Products,289,C011,306,17
O3718,2019,5,13,P010,Soft Drink Cases,Groceries & Beverages,837,C009,2244,15
O0611,2019,5,14,P003,Bluetooth Speakers,Electronics,182,C006,9690,18
O2188,2019,5,14,P014,Pens & Markers Set,Stationery & School Products,64,C001,306,17
O3604,2019,5,15,P002,Smart Watch,Electronics,131,C011,15300,5
O5706,2019,5,15,P015,School Backpacks,Stationery & School Products,304,C002,816,30
O0722,2019,5,16,P002,Smart Watch,Electronics,111,C007,15300,4
O1566,2019,5,16,P013,Notebooks (Bundle),Stationery & School Products,498,C006,612,29
O1593,2019,5,16,P001,iPhone 15,Electronics,192,C011,91698,1
O2048,2019,5,16,P005,Summer Cotton T-Shirts,Fashion,3914,C002,1530,17
O5938,2019,5,16,P015,School Backpacks,Stationery & School Products,390,C004,816,28
O0520,2019,5,17,P014,Pens & Markers Set,Stationery & School Products,171,C005,306,28
O2375,2019,5,18,P006,Festive Sarees,Fashion,2240,C012,6120,3
O3128,2019,5,18,P010,Soft Drink Cases,Groceries & Beverages,1264,C003,2244,13
O3845,2019,5,18,P003,Bluetooth Speakers,Electronics,433,C008,9690,24
O4064,2019,5,18,P009,Yoga Mats,Gym Products,3458,C009,1530,2
O4682,2019,5,18,P005,Summer Cotton T-Shirts,Fashion,1325,C007,1530,23
O0817,2019,5,19,P007,Treadmill,Gym Products,35,C001,42840,2
O2745,2019,5,19,P005,Summer Cotton T-Shirts,Fashion,3142,C012,1530,14
O3254,2019,5,19,P007,Treadmill,Gym Products,39,C010,42840,2
O1541,2019,5,20,P004,Men's Winter Jacket,Fashion,2079,C005,3570,2
O5292,2019,5,20,P013,Notebooks (Bundle),Stationery & School Products,275,C005,612,25
O1148,2019,5,21,P005,Summer Cotton T-Shirts,Fashion,4857,C006,1530,16
O3301,2019,5,21,P010,Soft Drink Cases,Groceries & Beverages,1197,C005,2244,21
O4689,2019,5,21,P006,Festive Sarees,Fashion,1633,C003,6120,4
O5285,2019,5,21,P004,Men's Winter Jacket,Fashion,1269,C003,3570,4
O5986,2019,5,21,P001,iPhone 15,Electronics,185,C007,91698,2
O1657,2019,5,22,P012,Tea & Coffee Packs,Groceries & Beverages,171,C006,408,4
O3592,2019,5,22,P007,Treadmill,Gym Products,50,C011,42840,2
O4474,2019,5,22,P005,Summer Cotton T-Shirts,Fashion,1630,C009,1530,28
O3428,2019,5,23,P007,Treadmill,Gym Products,33,C003,42840,1
O0938,2019,5,24,P013,Notebooks (Bundle),Stationery & School Products,885,C008,612,14
O1291,2019,5,24,P004,Men's Winter Jacket,Fashion,2320,C010,3570,5
O2441,2019,5,24,P011,Packaged Snacks,Groceries & Beverages,1285,C012,510,1
O4539,2019,5,24,P006,Festive Sarees,Fashion,1809,C005,6120,5
O1583,2019,5,25,P013,Notebooks (Bundle),Stationery & School Products,461,C012,612,17
O3817,2019,5,25,P013,Notebooks (Bundle),Stationery & School Products,1123,C002,612,15
O5107,2019,5,25,P001,iPhone 15,Electronics,165,C010,91698,2
O5375,2019,5,25,P002,Smart Watch,Electronics,363,C001,15300,1
O0351,2019,5,26,P007,Treadmill,Gym Products,6,C011,42840,1
O4574,2019,5,26,P010,Soft Drink Cases,Groceries & Beverages,223,C007,2244,28
